ID var_rpta_alt
296606#497341#583001 1
8813#203023#882208 0
316548#3508#875958 0
212982#350541#730227 1
231693#1076670#3672 1
111443#465105#615237 1
629441#193436#894812 1
50707#539431#540911 0
145486#336452#744128 0
613700#978069#102273 1
353008#407598#672316 1
105755#499100#581242 1
50102#462849#617493 1
26844#302501#780615 1
57001#751955#328387 1
458499#979348#100994 1
321547#952453#127889 1
97734#614985#465357 1
147937#337312#743296 1
85151#796740#283602 1
465492#399744#680166 1
396708#103277#984497 1
205321#831767#248575 1
101284#695274#385068 1
355543#318022#765118 1
584521#36856#1068206 0
51546#548885#531457 1
310080#27511#885581 0
363820#719779#360563 0
222563#874120#206222 1
24935#986829#93513 0
543254#601039#479303 1
75981#276066#806961 1
526843#1014152#66190 1
348282#547564#532778 0
592191#354853#725014 1
239872#493554#586788 1
52062#473511#606831 1
608630#667275#413067 1
546018#42294#1062513 1
240770#292483#790583 0
337129#911879#168463 1
505120#211976#870781 1
484287#15226#996934 1
145682#227142#855678 1
24637#95682#992091 1
388637#148178#939920 1
158016#35889#1069165 1
340290#906530#173812 1
87715#619096#461246 1
195183#1000805#79537 1
340744#679930#400412 1
456208#446785#633560 1
146717#518607#561735 1
424024#352067#727806 0
556077#868723#211619 1
440871#1062162#18180 1
482982#768459#311883 1
264881#501749#578593 1
318067#897562#182780 1
123433#387760#692094 1
36906#124824#963004 1
582814#560424#519918 1
184304#515889#564453 0
537579#250192#832805 1
446975#787905#292437 1
622336#387285#692568 1
417200#821662#258680 1
190482#117061#970755 0
17375#668719#411623 1
21543#794682#285660 1
520815#875284#205058 1
251674#224761#858049 1
253997#704146#376196 0
364598#575912#504430 1
149583#294158#788928 1
49540#330082#750621 0
521278#5143#1076094 1
17659#567067#513275 0
439821#319448#763699 1
110808#723862#356480 1
137331#252525#830486 1
216921#1076448#3894 0
56435#899394#180948 0
621999#296349#786753 1
196648#1017627#62715 0
239046#464352#615990 1
32828#361037#718826 0
182921#510181#570161 1
561129#662353#417989 0
421660#881622#198720 0
6468#594880#485462 1
511943#22226#1000496 1
277974#765745#314597 0
580479#816616#263726 1
585915#787460#292882 1
315084#281#884437 1
306761#761443#318899 0
4587#259891#823090 1
156485#548072#532270 1
323906#754926#325416 1
256532#634643#445699 1
224515#888221#192121 1
235853#788230#292112 1
212302#516069#564273 1
149887#237248#845710 0
162496#728264#352078 1
274405#332802#747776 1
29209#109531#978264 1
612139#689173#391169 1
283419#539531#540811 1
512049#875476#204866 1
502593#794151#286191 1
367729#984874#95468 0
113086#149466#938626 1
304546#106416#981369 1
85384#494051#586291 1
468556#420065#659926 0
274338#766876#313466 0
236627#188606#899567 1
72887#97720#990047 1
477266#67620#1037415 1
373396#811687#268655 1
123987#816676#263666 0
272820#512271#568071 1
72161#432515#647568 1
385235#327554#755576 1
284342#969445#110897 1
262234#515625#564717 1
502820#312091#771054 1
314230#19988#1001764 0
270523#812954#267388 0
467710#795681#284661 0
424997#403447#676471 1
173845#137701#950404 1
46663#1030788#49554 1
628939#195361#892895 0
35549#1037097#43245 1
26545#868750#211592 1
483580#275915#807114 1
489687#1012713#67629 1
83072#413072#666841 1
406330#70133#1034916 0
603655#428948#650123 1
406770#722890#357452 1
569465#858881#221461 1
196188#717762#362580 1
498540#58098#1046876 1
351060#905804#174538 1
400974#771253#309089 0
564973#140634#947474 1
401272#607919#472423 1
626033#698979#381363 1
83138#497495#582847 0
30205#508475#571867 1
165177#216936#865835 1
249209#622632#457710 1
401340#219023#863755 0
318402#378183#701674 0
170536#85509#1019756 0
95293#637137#443205 0
541548#852995#227347 1
593742#591616#488726 1
172387#320783#762374 0
572872#397666#682237 1
533464#872813#207529 0
115694#785952#294390 1
289569#396908#682996 1
539612#220418#862371 0
96882#273332#809683 0
70083#484947#595395 0
431785#163654#924467 1
147054#131627#956244 1
226011#704355#375987 1
143463#688521#391821 1
228059#594902#485440 0
544076#489287#591055 0
302792#387350#692503 1
5867#123122#964701 0
485521#321802#761343 1
554827#690308#390034 1
626735#522436#557906 0
133435#1033879#46463 1
335484#871166#209176 1
629127#191574#896665 1
502987#1023921#56421 0
311744#691714#388628 1
256951#788115#292227 1
507589#309232#773890 0
27859#681128#399214 1
65943#1041450#38892 1
455812#357013#722853 1
258790#136442#951655 1
162542#564107#516235 1
3416#660602#419740 1
161454#1066817#13525 1
271069#683393#396949 1
406611#555065#525277 1
70358#39678#1065415 1
149547#647978#432364 1
147137#171668#916463 1
258138#37826#1067244 1
122763#467804#612538 1
243316#19935#1080585 1
567466#869431#210911 1
605778#211765#870989 1
147698#498886#581456 1
297945#438407#641897 0
393266#719548#360794 1
318082#423761#656221 1
209611#1019093#61249 0
413025#442639#637666 1
398872#265840#817158 0
157510#1070141#10201 1
212031#741653#338689 1
232168#830104#250238 1
396614#852195#228147 0
632699#18530#1001039 1
8171#997291#83051 0
309018#28890#884058 0
153083#158049#930055 0
450467#957291#123051 1
124441#213103#869653 1
379718#1069511#10831 1
237909#311630#771514 1
62393#102976#984795 1
13433#640539#439803 0
465671#373659#719684 1
432346#862261#218081 1
167213#733966#346376 1
106388#118550#969283 0
222169#557131#523211 0
179022#619402#460940 0
613943#690579#389763 1
214759#205755#879511 1
211758#550621#529721 0
167191#238814#844192 1
390660#193457#894791 1
361123#766964#313378 1
487870#993660#86682 0
354059#141598#946500 1
94208#482621#597721 0
147813#499313#581029 1
398536#169372#918759 0
156111#1061012#19330 1
539688#671634#408708 1
194834#599248#481094 1
238082#866322#214020 1
306785#16248#885929 0
436096#116991#970822 1
28770#1019971#60371 1
305019#657516#422826 1
412934#1049729#30613 1
566911#739058#341284 1
244115#886557#193785 0
632267#385171#694684 1
363626#975538#104804 1
134887#904535#175807 0
92227#132622#955306 0
557304#741852#338490 1
407260#623475#456867 1
252901#811305#269037 0
173709#274138#808882 1
606767#1006342#74000 1
503086#792745#287597 1
226926#815070#265272 1
581189#2684#1003038 1
23712#347344#733372 0
424421#961094#119248 1
374943#1071782#8560 1
2045#310587#772550 0
305798#30291#1007599 0
375133#901468#178874 0
269739#459922#620419 1
519208#635666#444676 0
510798#309830#773302 1
297892#172017#916107 1
97957#395259#684650 1
219821#1072606#7736 1
318077#263269#819721 1
160949#942856#137486 1
594421#543148#537194 1
3577#890615#189727 0
119870#436051#644189 1
97656#351375#729392 1
292823#802587#277755 1
347169#902186#178156 1
198440#964019#116323 1
135000#948449#131893 0
236347#624663#455679 1
557712#6096#1004899 1
562707#308959#774164 1
138884#757701#322641 1
490289#405033#674891 1
235736#783953#296389 1
265200#599519#480823 1
278634#852804#227538 1
13101#331336#749226 0
178598#982584#97758 1
132263#83918#1021333 1
75193#598688#481654 1
237497#496246#584096 1
232460#1008884#71458 0
387792#840229#240113 1
135537#463570#616772 1
23952#400207#679699 1
88580#31905#877361 1
518298#392107#687793 1
127574#87267#1017996 0
400345#72473#1032584 0
153455#1064156#16186 1
155621#704366#375976 1
244735#402920#677001 0
617789#500264#580078 1
27930#837352#242990 1
263125#288754#794312 1
473802#107503#956615 1
132378#4513#1010491 0
328907#1016493#63849 1
170476#472080#608262 0
213797#689805#390537 0
536469#276048#806980 0
211796#878263#202079 0
251412#329588#751111 1
382546#410962#668961 1
159832#1057028#23314 1
380549#1049932#30410 0
553769#719824#360518 0
125768#809891#270451 1
404065#214387#868372 1
525864#487388#592954 1
56003#418530#661465 1
293254#1033747#46595 1
217592#869208#211134 1
189886#807231#273111 1
23151#998743#81599 1
107095#152645#915485 1
532782#868283#212059 1
46681#561#1078512 1
187879#93557#994214 1
244687#1027039#53303 1
11155#674736#405606 1
401963#1042709#37633 0
583077#68644#1036399 0
258634#611821#468521 1
451519#108556#979239 1
197143#570861#509481 1
555168#64824#1040188 1
445419#452982#627368 1
444730#459768#620574 1
573319#557903#522439 1
611053#621760#458582 1
418745#703909#376433 1
156518#565028#515314 0
211074#118978#968849 1
479276#508965#571377 1
583590#440593#639715 0
150662#845611#234731 1
221440#283144#799913 1
12415#1022630#57712 1
201579#135691#952397 1
18082#588679#491663 0
193129#595107#485235 0
630464#855236#225106 1
42207#985366#94976 1
596732#737445#342897 0
19456#99456#988326 1
67638#696079#384263 0
223331#1067601#12741 1
496401#695748#384594 1
237291#34830#1070216 1
227609#651262#429080 1
40501#746869#333473 1
203099#533499#546843 1
457257#168587#919544 1
448628#616443#463899 1
198112#789854#290488 1
341317#318514#764625 1
410292#94539#993239 0
334361#445064#635268 1
160856#397791#682109 1
552852#450004#630371 1
360121#267667#815346 1
286986#1039851#40491 0
204297#159174#928935 1
445125#840152#240190 1
29340#624650#455692 0
525833#1037318#43024 1
562625#696214#384128 1
215403#587888#492454 0
601091#551144#529198 1
382574#429906#650096 0
246866#682636#397706 1
30985#916987#163355 0
339419#101641#986131 1
393462#850470#229872 0
621191#394268#685643 1
178145#694474#385868 1
94673#784957#295385 1
461578#802414#277928 1
70942#335769#744815 1
52487#207819#874890 0
40078#351291#729476 1
407866#773698#306644 1
198013#603165#477177 1
24908#595786#484556 0
265795#1052231#28111 1
209867#292754#783744 1
44938#536536#543806 0
592949#1073799#6543 1
208978#678739#401603 1
4106#562498#517844 1
249469#9929#1072517 1
27327#1001911#78431 1
390590#525647#554695 0
193129#595224#485118 0
610361#81552#1023695 1
179417#524392#555950 1
507156#277780#805252 1
609473#899097#181245 0
417889#189391#898840 1
13694#963162#117180 1
614062#360364#719498 1
119466#783223#297119 1
133036#477656#602686 1
571700#118939#968890 0
272799#835245#245097 1
583540#356505#723358 0
22534#148137#939960 1
602985#95324#992453 1
255304#645658#434684 0
183548#1001213#79129 1
20122#272815#810201 1
48926#977173#103169 1
182007#965239#115103 0
378883#558234#522108 1
500408#1050923#29419 1
7309#734893#345449 1
208241#40384#1064710 1
44910#441583#638726 1
401377#1008078#72264 1
336967#910305#170037 1
72432#979360#100982 0
544313#611251#469091 1
581002#53973#1050975 1
174687#597642#482700 1
114340#842927#237415 1
11118#841928#238414 0
542705#36465#1068589 1
276267#367934#711928 1
184040#870950#209392 1
388926#419945#660047 0
34750#844930#235412 1
376618#182516#905617 1
372766#586613#493729 0
281692#633110#447232 1
158861#944545#135797 0
72961#601227#479115 0
238561#498143#582199 0
605377#118792#969039 1
111309#723348#356994 1
624801#197362#890898 1
535117#320827#762330 1
362342#976500#103842 1
597054#665797#414545 1
223331#1067601#12741 1
96405#664568#415774 1
574046#305063#778043 1
127666#1030626#49716 1
311904#490336#590006 0
106520#772899#307443 1
221891#555351#524991 1
297644#795705#284637 0
308852#29050#728303 0
136482#272428#810584 1
232932#220217#862575 0
291971#90964#996756 1
562202#879716#200626 1
93162#915264#165078 0
528669#162954#925161 1
392159#470312#610030 1
443478#657882#422460 0
2758#954880#125462 1
458831#508770#571572 1
484801#884550#195792 0
440614#352058#727815 1
77038#562551#517791 0
599088#1048353#31989 1
333271#445061#635271 1
48522#851386#228956 1
498449#59577#1045399 1
4372#831394#248948 1
313006#23528#1001101 0
154252#1073392#6950 0
401180#716174#364168 1
600381#315237#767901 0
316901#319540#763609 1
368495#448206#632144 1
621702#247470#835534 1
226403#14793#1077794 1
298466#984000#96342 1
618529#161407#926702 1
302732#6730#1074865 1
573498#380403#699450 1
600329#307080#776042 0
143285#766490#313852 1
61391#687771#392571 1
204454#183634#904501 1
435239#155915#932180 1
526786#778720#301622 1
192976#872021#208321 1
581638#950972#129370 0
188193#823878#256464 1
617855#64261#1040739 1
471450#62914#1042072 1
446097#400019#679890 0
133961#124528#963298 1
453493#785738#294604 1
440956#127377#960470 1
431074#1061591#18751 0
241628#711113#369229 0
609341#486420#593922 0
431954#528237#552105 0
423836#995323#85019 1
514992#52335#1052614 1
264191#596352#483990 1
499491#325775#757359 1
355715#872263#208079 0
174592#811509#268833 1
530395#138425#949674 1
212176#468715#611627 0
508862#873212#207130 1
152436#307804#775316 1
346508#63680#1041317 1
83562#540350#539992 1
385897#1051007#29335 1
268900#132914#955030 1
74558#392912#686996 1
427079#862802#217540 1
330009#882913#197429 0
461316#950272#130070 1
272909#160190#927909 1
28811#688515#391827 0
500239#505370#574972 1
57368#335309#745277 0
311600#18397#1001178 1
323218#573504#506838 1
41661#532565#547777 1
113895#295852#787249 1
62764#89035#1016269 1
291247#699616#380726 1
5249#432793#619611 1
431954#528228#552114 1
363831#123524#964301 1
433020#979887#100455 1
98021#9775#1008089 1
274310#1072760#7582 1
167842#955463#124879 1
35291#132223#955687 1
594430#194819#893436 1
485903#16515#1079726 0
178458#622927#457415 0
473911#772443#307899 0
160501#734860#345482 1
372591#287528#795543 1
74953#431956#648110 1
95031#256325#826660 1
564797#1023340#57002 1
385982#373109#706743 1
237766#138709#949388 1
498619#261953#821032 0
245732#980784#99558 0
285314#162892#925222 1
35732#508249#572093 1
620471#1073581#6761 1
36791#178221#909898 0
315185#1493#1073341 1
341355#394098#685811 1
433535#120375#967449 1
110690#592512#487830 1
443211#722321#358021 1
196762#465266#615076 1
291198#670770#409572 1
358109#743807#336535 0
262529#477902#602440 1
436241#324735#758394 1
238173#705028#375314 1
88122#1026603#53739 1
75481#339008#741637 1
170910#606891#473451 0
377805#746037#334305 1
146501#167763#920369 0
380066#286848#796210 1
201252#319521#763628 1
619868#324655#758474 1
10173#347947#732784 0
150972#404442#675479 1
110452#566481#513861 1
225009#1070091#10251 1
109155#481638#598704 0
241475#494222#586120 1
108217#632744#447598 1
366412#142289#945808 1
515917#546168#534174 0
429144#955834#124508 1
40297#652557#427785 1
351005#750762#329580 1
468539#74817#1030235 1
297748#690856#389486 1
318129#866526#213816 0
119737#950532#129810 1
52487#207819#874890 0
81130#1056366#23976 1
328103#219017#863761 1
103738#1026559#53783 1
308141#12260#1010638 0
394149#873184#207158 1
629087#944398#135944 1
610251#484979#595363 0
93375#657793#422549 1
7119#409935#669984 1
59775#688453#391889 1
594950#683933#396409 1
507930#273704#809313 1
308493#16236#1010993 0
122315#505969#574373 1
460075#348980#731769 1
324432#1061949#18393 1
206138#947329#133013 0
123293#1065395#14947 1
305019#399066#680849 1
462296#869501#210841 1
65423#222977#859822 1
452821#374603#705247 0
571150#871750#208592 0
393824#307905#775217 1
490223#870458#209884 1
310618#756582#323760 1
93744#802871#277471 0
344325#285018#798036 1
422037#962223#118119 1
311336#1064472#15870 1
278306#971823#108519 0
226316#611003#469339 0
15682#496630#583712 1
504553#835443#244899 1
541925#324456#758673 1
392423#501364#578978 0
12216#491959#588383 1
361161#691875#388467 0
279375#536485#543857 0
279113#1015025#65317 1
505783#829852#250490 0
94151#794284#286058 0
594156#704919#375423 1
213282#688449#391893 1
533617#874455#205887 1
600607#785503#294839 1
11573#85187#1020072 1
128916#905000#175342 0
188588#913280#167062 1
624975#873418#206924 0
40318#432463#647618 0
569468#275815#807209 0
43112#260764#822222 1
292270#478262#602080 1
501935#194257#893997 1
23513#819722#260620 1
132668#486112#594230 1
259651#374367#705484 1
489558#525969#554373 0
40900#465238#615104 1
426017#386629#693223 0
113520#884927#195415 1
144914#241083#841938 0
533764#1028338#52004 1
311259#15891#1000200 1
253719#608004#472338 1
43500#795338#285004 1
403985#58421#1046559 1
596526#957052#123290 1
415616#292266#790800 1
91544#140855#947246 1
165898#521017#559325 0
383134#707709#372633 1
364068#982971#97371 1
321259#453861#626480 1
53596#394674#685239 1
8478#247006#835992 1
212060#89015#1016288 1
55260#245097#837898 1
624097#886070#194272 1
198440#964019#116323 1
567001#739235#341107 1
596732#737222#343120 0
425299#819473#260869 1
229087#867351#212991 1
135595#372572#707282 1
120270#362726#717129 1
256742#319070#764069 1
34553#1054880#25462 1
362353#456119#624207 1
295985#945841#134501 1
624775#153006#935099 1
20222#84482#1020770 1
150091#760322#320020 1
291052#802602#277740 0
339102#244593#838405 1
179889#306363#776749 1
602596#428172#651824 0
88313#279263#803782 1
213168#985579#94763 1
312121#691737#388605 1
554559#254374#828618 1
554894#109364#978434 1
1212#242715#840295 1
606071#853956#226386 1
605143#194068#894184 0
72887#97720#990047 1
425652#862868#217474 1
606991#250007#832992 1
408546#746972#333370 1
154558#239668#843354 1
348947#1009127#71215 1
305442#772808#307534 1
438817#820431#259911 1
471392#188260#899907 0
258337#966081#114261 1
147346#642563#437779 1
542252#220824#861968 1
171302#1054455#25887 1
468556#420065#659926 0
182155#964845#115497 1
263408#662918#417424 1
332977#372569#707285 1
127718#895641#184701 1
102344#1036565#43777 1
176879#755187#325155 0
585177#887086#193256 1
56057#960197#120145 1
607943#785861#294481 1
361382#548570#531772 0
43757#860366#219976 1
380581#299104#778635 1
314097#1027584#52758 1
153564#949863#130479 0
319404#944144#136198 1
112183#1054458#25884 1
207652#734163#346179 1
247120#868700#211642 1
530628#501224#579118 1
585174#254702#828289 1
191551#367521#712342 1
97275#687289#393053 1
382954#716130#364212 0
354880#868486#211856 1
410519#126400#961432 0
211041#168896#919239 1
510237#363636#716213 1
452505#751514#328828 1
129217#492319#588023 0
29459#171460#916673 0
79933#734006#346336 0
512668#879470#200872 0
168503#987574#92768 0
148041#643086#437256 1
41472#763465#316877 1
533239#1058616#21726 1
574916#650789#429553 1
425635#535642#544700 1
395648#127883#959969 1
505843#42529#1062280 1
190640#40674#1064419 1
70301#856541#223801 1
157030#576482#503860 1
582738#903827#176515 1
21020#488567#591775 0
91461#236613#846320 1
321485#122163#965654 1
483438#768578#311764 1
552235#258245#824741 1
548216#58624#1046357 0
159261#1070116#10226 0
585469#745439#334903 0
88916#703320#377022 1
579041#385731#694121 1
402855#1048928#31414 1
601218#685693#394649 0
614172#387536#692316 1
343555#1033667#46675 1
413362#970606#109736 1
64978#320976#762180 0
229331#844459#235883 1
607330#675100#405242 1
612250#522295#558047 0
138538#184476#903663 1
282079#788966#291376 0
92729#1004702#75640 1
618051#397906#681995 1
488256#993376#86966 0
34467#195736#892520 1
449163#681113#399229 1
484083#174868#913241 1
280468#821351#258991 0
395639#804181#276161 0
493213#248865#834139 1
271413#767775#312567 0
112360#282851#800201 1
401587#311352#771791 1
334283#708690#371652 1
240533#1016060#64282 1
446530#113188#974626 1
64446#714770#365572 1
226087#1062640#17702 0
18493#817233#263109 0
630960#867190#213152 1
207606#851530#228812 1
564357#688213#392129 1
102723#185539#902608 0
270033#5566#1009482 1
392063#692743#387599 0
398263#974169#106173 1
102959#154675#933442 0
248223#179380#908744 1
56135#450936#629427 1
592293#182736#905398 1
228650#839726#240616 1
122650#946502#133840 1
123309#791802#288540 1
216887#723885#356457 0
137408#629268#451074 1
174751#329340#751357 1
137834#726052#354290 1
35038#276007#807022 1
140565#589655#490687 1
77254#257533#825449 0
420899#620460#459882 1
572747#726564#353778 1
299797#1013457#66885 1
320645#733699#346643 1
11583#476825#603517 0
508040#691669#388673 1
199413#453709#626632 1
286956#539674#540668 1
473324#884655#195687 1
6174#537048#543294 1
486542#622551#457791 0
327145#868022#212320 1
456272#1016876#63466 1
126479#741063#339279 1
236974#370080#709771 0
491408#1011069#69273 1
15696#415951#664020 1
565574#1033815#46527 1
306794#21983#883920 0
115289#985035#95307 0
200781#546009#534333 1
224718#617059#463283 0
338946#633365#446977 0
5588#759180#321162 1
548533#775762#304580 1
600153#269536#813475 1
564981#881499#198843 0
268464#747753#332589 1
468265#995425#84917 0
410638#299474#783628 1
367271#960765#119577 1
31213#676597#403745 1
184259#976167#104175 1
485333#573838#506504 1
337982#284395#798662 0
484884#625809#454533 0
459429#274743#808279 0
67476#628029#452313 1
243462#742747#337595 1
28086#705012#375330 1
343785#405798#674125 1
243282#750390#329952 1
498992#814873#265469 1
365503#614348#465994 1
229509#597069#483273 1
164690#815747#264595 1
183546#976396#103946 1
559444#177886#910230 1
325379#442633#637672 0
446981#785515#294827 1
164798#955782#124560 0
193129#595280#485062 0
571824#367285#712574 1
491029#612483#467859 0
625246#137674#950432 0
513653#854689#225653 1
505113#362353#717501 1
112957#760666#319676 1
306982#1040458#39884 1
236382#425543#654433 0
476250#1017203#63139 1
271382#829840#250502 1
558086#1029455#50887 1
594208#221250#861542 0
298175#461550#618790 1
591545#958255#122087 1
213682#418898#661095 1
248044#108015#979778 1
219252#569200#511142 1
215940#500953#579389 1
586467#310639#772497 1
98522#253329#829671 0
264220#125718#962114 0
443620#887998#192344 1
441503#65369#1039647 1
111346#132498#955423 1
5152#653839#426503 1
547840#844843#235499 1
599741#546935#533407 1
442119#199217#889049 1
254708#226596#856214 1
216838#872407#207935 1
94945#148351#939745 0
632310#1048503#31839 1
71613#328506#754658 1
5416#1063001#17341 1
191178#833922#246420 0
404085#148234#939862 1
98259#20878#1013314 0
349197#540359#539983 0
361581#262505#820477 1
95339#476845#603497 1
2940#1011720#68622 1
50767#998558#81784 0
546416#839044#241298 1
111334#164531#923587 1
393530#986637#93705 0
61987#401929#677988 1
508323#304544#778562 0
139224#134164#953864 1
360754#160631#927476 1
550952#200886#887383 1
156660#803781#276561 1
412351#1000407#79935 1
389346#15262#1001043 1
505227#383002#696849 0
322839#219333#863450 1
601434#56715#1048231 1
122326#992929#87413 1
430908#847023#233319 1
90551#705631#374711 1
514858#726296#354046 1
188582#234370#848485 1
296479#486944#593398 1
340514#663912#416430 1
57366#893257#187085 0
23698#979849#100493 0
313303#517111#563231 1
161456#124899#962929 1
477161#232277#850558 0
585920#1014442#65900 0
346267#879828#200514 1
603768#683448#396894 1
201003#485454#594888 0
385228#341324#739325 1
612376#211020#871729 1
305314#793673#286669 1
552946#818844#261498 0
592161#823180#257162 1
384396#197616#890646 1
73794#420834#659156 1
631661#167356#920771 0
489643#1011876#68466 1
633076#903085#177257 1
172651#105401#982378 1
253992#593257#487085 1
506790#355926#723936 1
454984#418594#661401 0
407482#734533#345809 1
368174#52056#1052892 1
205653#220794#861996 0
99586#490145#590197 0
585092#150267#937826 1
418960#247132#835868 0
529026#877168#203174 1
53286#649868#430474 0
150318#323200#759931 0
600547#680433#399909 1
569401#376139#703712 0
427662#1075427#4915 0
145170#413997#665926 0
242851#1080206#136 1
536128#274567#808454 0
22400#535759#544583 1
499969#599278#481064 1
32157#504652#575690 0
372716#417750#662247 0
137639#955379#124963 0
268510#544320#536022 1
487657#65795#1039226 1
412641#970368#109974 1
462638#206102#879174 1
19250#977980#102362 1
166746#944603#135739 0
499992#49484#1055349 1
302591#845432#234910 0
235534#766242#314100 1
381222#348121#732615 1
444764#548239#532103 1
371635#772687#307655 1
391249#429240#650758 1
602188#496978#583364 1
472449#274943#793802 1
498291#813292#267050 1
112524#855646#224696 1
268611#385882#693968 1
606767#359478#720383 1
626967#93577#994196 1
599275#542480#537862 1
164711#760148#320194 1
129479#434544#645633 1
238835#1019764#60578 1
601825#542283#538059 1
522141#616484#463858 1
247654#189530#898700 1
196662#986626#93716 1
235455#541764#538578 1
26133#962659#117683 1
37311#205098#880155 1
200757#907650#172692 0
600585#154846#933268 1
28692#633882#446460 1
343769#490853#589489 1
450238#449998#630377 0
256064#984168#96174 0
468510#319125#764015 1
519932#194653#893602 1
16492#397728#682174 1
258825#548865#531477 1
385692#853714#226628 0
296708#689198#391144 1
94929#467654#612688 1
530290#451427#628932 0
342013#467700#612642 1
120446#501205#579137 1
110690#592723#487619 0
39530#140011#948094 0
343080#347991#732739 1
499276#516892#563450 1
308269#32519#876724 0
589446#220614#862179 1
32247#911920#168422 1
50419#802663#277679 0
399222#15955#1009490 1
343520#762820#317522 1
592543#759042#321300 1
263698#612699#467643 1
253956#428175#650963 0
82407#624900#455442 1
609177#283012#800041 1
98709#149173#938916 0
352243#318812#764323 0
158150#232101#850736 1
298955#760455#319887 0
92824#177189#910920 0
295315#254550#828441 0
31417#603219#477123 1
543951#403364#676554 0
549397#776813#303529 1
557237#40551#1065917 1
155517#479901#600441 1
459355#713825#366517 0
473907#880805#199537 0
452830#360956#718906 0
310518#31816#886325 0
167698#758573#321769 0
213221#282087#800965 1
5176#106787#981000 1
466917#629254#451088 1
198272#35572#1069479 1
507015#825400#254942 0
107157#1003686#76656 1
341848#401944#679465 1
234610#1019703#60639 0
88213#1027017#53325 0
481761#296423#786681 1
191254#431578#648478 0
374064#862232#218110 1
374788#1037917#42425 0
295495#1032465#47877 0
123519#352727#727143 1
618714#746366#333976 1
167159#521989#558353 1
124770#144705#943396 1
152459#287284#795786 1
267446#88996#1016305 0
28016#683969#396373 1
237513#48152#1056674 0
21642#575286#505056 1
144128#1051840#28502 1
17240#851774#228568 0
599015#1063933#16409 1
188817#264521#818470 1
399683#309043#774082 1
545781#245291#837705 1
510638#378777#701077 1
172193#301139#781977 1
257452#417143#662854 1
240574#141242#946862 1
426385#1064901#15441 1
50292#483511#596831 1
347584#650486#429856 1
75700#971917#108425 1
440909#363473#716378 1
283801#483018#597324 0
423058#808849#271493 1
21161#627893#452449 0
342522#669773#410569 1
502979#261803#821182 0
500489#246017#836976 1
508026#243301#839702 1
294017#331570#748994 0
622359#728230#352112 1
169184#266808#816200 1
332977#372569#707285 1
301148#953693#126649 0
44201#236118#846794 0
98131#328619#754552 1
136461#744260#336082 1
372715#455941#624391 1
334332#273160#809857 1
460669#553928#526414 1
342245#867147#213195 1
226984#528007#552335 1
580199#357518#722346 1
168015#566173#514169 1
439600#319113#764027 1
555799#1029424#50918 1
144906#125720#962112 0
419412#627006#453336 0
525397#900520#179822 0
83554#540272#540070 1
230123#773651#306691 1
147643#687956#392386 1
209343#343164#737499 1
479783#171652#916480 1
247614#630537#449805 1
534936#905445#174897 0
241475#494254#586088 1
531701#1014013#66329 1
268127#94843#992931 1
291596#670710#409632 1
533566#1052181#28161 1
561235#394405#685508 1
262234#515625#564717 1
264837#600765#479577 0
433020#979843#100499 1
222757#389853#690005 1
249248#712068#368274 1
79542#953597#126745 1
60466#646495#433847 1
582814#408054#671862 0
503177#308040#775078 0
348491#514326#566016 1
383972#312551#841001 1
518645#633351#446991 1
558950#801865#278477 1
289235#775237#305105 1
95511#635434#444908 1
549712#354570#725296 1
281505#411797#668122 1
433020#979839#100503 1
45135#782480#297862 1
435446#963855#116487 1
89906#687888#392454 0
100502#978012#102330 1
550533#889959#190383 0
544790#127757#960093 1
34903#192527#895718 1
196342#506419#573923 1
236890#402039#677879 1
229803#256632#826348 1
111937#774391#305951 1
167832#869547#210795 1
272530#767265#313077 1
601755#785755#294587 0
423638#339549#741095 1
87906#47361#1057463 1
412898#74358#1030690 1
292159#1030521#49821 1
40446#516016#564326 1
454091#298709#784394 1
399477#25073#752825 0
55071#1060525#19817 1
146521#443819#636503 1
624209#121687#966134 1
452148#42046#1063058 1
325640#599206#481136 0
553644#1001277#79065 1
631842#1066111#14231 1
77794#611353#468989 0
611018#1035818#44524 1
311348#712256#368086 1
110510#888580#191762 1
330151#86367#1018895 1
304294#283096#799959 1
112143#869202#211140 1
111346#132498#955423 1
385273#767406#312936 1
446683#286818#796240 1
438900#851687#228655 1
401620#610196#470146 1
297325#345533#735151 1
114737#862877#217465 0
245241#643513#436829 1
157375#593290#487052 1
549422#775915#304427 1
282487#45246#1059579 1
446328#808262#272080 1
597022#204603#880649 1
147633#688791#391551 1
598207#262656#820327 1
206402#979000#101342 0
335874#848148#232194 1
178576#238352#844636 1
87881#842163#238179 1
244463#288816#794250 1
178774#266141#816862 1
572684#425813#654162 0
232018#972909#107433 1
298017#866989#213353 0
172276#493774#586568 0
448272#496819#583523 1
613572#294382#788706 1
205047#253259#829743 1
489205#13091#998565 1
198252#103472#984300 1
542755#869539#210803 1
67991#726045#354297 1
342239#373092#706760 1
211791#158435#929677 1
311609#610089#470253 1
41375#744212#336130 1
65714#618137#462205 0
194868#757130#323212 1
564655#443717#636605 1
289369#1046957#33385 0
480292#874106#206236 0
242871#881012#199330 0
114296#130850#957000 1
180535#715948#364394 1
151611#732870#347472 1
299796#528266#552076 1
406595#381675#698179 1
308569#832023#248319 0
175409#497799#582543 1
606063#674061#406281 1
275110#212408#870342 1
465008#387028#692823 1
491516#469428#610914 1
